NOM_REGION;SUPERFICIE;POPULATION;CODE_REGION;SUPERFICIE
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;585.0;510;75;585.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;688.0;279;75;688.0
AUVERGNE-RHONE-ALPES;1127.0;114;84;1127.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1092.0;124;76;1092.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;512.0;185;44;512.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;556.0;58;44;556.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;326.0;73;76;326.0
NORMANDIE;291.0;756;28;291.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1101.0;340;75;1101.0
AUVERGNE-RHONE-ALPES;745.0;946;84;745.0
BOURGOGNE-FRANCHE-COMTE;416.0;31;27;416.0
NORD-PAS-DE-CALAIS-PICARDIE;373.0;167;32;373.0
BRETAGNE;4154.0;2907;53;4154.0
NORMANDIE;908.0;1107;28;908.0
NORD-PAS-DE-CALAIS-PICARDIE;627.0;664;32;627.0
PROVENCE-ALPES-COTE D'AZUR;680.0;359;93;680.0
NORD-PAS-DE-CALAIS-PICARDIE;578.0;236;32;578.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;378.0;363;44;378.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;897.0;582;44;897.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;324.0;336;76;324.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;678.0;120;76;678.0
BOURGOGNE-FRANCHE-COMTE;802.0;170;27;802.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1324.0;1121;44;1324.0
BRETAGNE;948.0;503;53;948.0
NORD-PAS-DE-CALAIS-PICARDIE;1650.0;23035;32;1650.0
BOURGOGNE-FRANCHE-COMTE;1967.0;157;27;1967.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;274.0;228;76;274.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;897.0;666;44;897.0
AUVERGNE-RHONE-ALPES;392.0;818;84;392.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2196.0;96;76;2196.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1221.0;178;75;1221.0
BRETAGNE;1032.0;907;53;1032.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;830.0;2865;75;830.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;59.0;2327;75;59.0
PAYS DE LA LOIRE;6479.0;3386;52;6479.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1410.0;1050;75;1410.0
BRETAGNE;6857.0;3598;53;6857.0
PAYS DE LA LOIRE;2098.0;1652;52;2098.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;197.0;341;44;197.0
BRETAGNE;6539.0;3277;53;6539.0
AUVERGNE-RHONE-ALPES;555.0;286;84;555.0
PAYS DE LA LOIRE;5869.0;3680;52;5869.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;881.0;2368;44;881.0
BOURGOGNE-FRANCHE-COMTE;531.0;1337;27;531.0
BRETAGNE;2750.0;4005;53;2750.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1876.0;873;75;1876.0
AUVERGNE-RHONE-ALPES;2006.0;140;84;2006.0
CENTRE-VAL DE LOIRE;1715.0;703;24;1715.0
BOURGOGNE-FRANCHE-COMTE;712.0;288;27;712.0
BOURGOGNE-FRANCHE-COMTE;1054.0;555;27;1054.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1041.0;937;75;1041.0
NORMANDIE;368.0;239;28;368.0
BOURGOGNE-FRANCHE-COMTE;319.0;66;27;319.0
NORMANDIE;497.0;53;28;497.0
AUVERGNE-RHONE-ALPES;465.0;437;84;465.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2196.0;99;76;2196.0
CENTRE-VAL DE LOIRE;847.0;143;24;847.0
NORMANDIE;729.0;728;28;729.0
CENTRE-VAL DE LOIRE;5016.0;239;24;5016.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2528.0;437;76;2528.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;833.0;490;75;833.0
AUVERGNE-RHONE-ALPES;2546.0;317;84;2546.0
CENTRE-VAL DE LOIRE;6061.0;525;24;6061.0
PROVENCE-ALPES-COTE D'AZUR;5435.0;1034;93;5435.0
PAYS DE LA LOIRE;3280.0;1754;52;3280.0
BRETAGNE;1966.0;3077;53;1966.0
AUVERGNE-RHONE-ALPES;1615.0;830;84;1615.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1255.0;347;75;1255.0
AUVERGNE-RHONE-ALPES;1708.0;1745;84;1708.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2535.0;898;76;2535.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;355.0;112;76;355.0
PROVENCE-ALPES-COTE D'AZUR;4464.0;11621;93;4464.0
NORD-PAS-DE-CALAIS-PICARDIE;1503.0;956;32;1503.0
CORSE;2389.0;663;94;2389.0
BOURGOGNE-FRANCHE-COMTE;966.0;103;27;966.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1845.0;1290;75;1845.0
BRETAGNE;1880.0;930;53;1880.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;280.0;28;44;280.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;287.0;98;44;287.0
BRETAGNE;1861.0;1108;53;1861.0
NORMANDIE;307.0;166;28;307.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;859.0;243;76;859.0
AUVERGNE-RHONE-ALPES;724.0;297;84;724.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1567.0;1302;44;1567.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1988.0;1200;44;1988.0
BOURGOGNE-FRANCHE-COMTE;989.0;113;27;989.0
BOURGOGNE-FRANCHE-COMTE;556.0;352;27;556.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;581.0;313;75;581.0
PAYS DE LA LOIRE;1295.0;928;52;1295.0
PAYS DE LA LOIRE;2761.0;1003;52;2761.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1017.0;4536;76;1017.0
PROVENCE-ALPES-COTE D'AZUR;1009.0;785;93;1009.0
PAYS DE LA LOIRE;896.0;164;52;896.0
PROVENCE-ALPES-COTE D'AZUR;1350.0;3279;93;1350.0
PROVENCE-ALPES-COTE D'AZUR;1280.0;244;93;1280.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;906.0;30;76;906.0
AUVERGNE-RHONE-ALPES;1901.0;1530;84;1901.0
BRETAGNE;2656.0;3898;53;2656.0
BRETAGNE;2656.0;3898;53;2656.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;586.0;120;75;586.0
NORD-PAS-DE-CALAIS-PICARDIE;881.0;372;32;881.0
NORD-PAS-DE-CALAIS-PICARDIE;1866.0;1520;32;1866.0
NORD-PAS-DE-CALAIS-PICARDIE;1111.0;864;32;1111.0
NORD-PAS-DE-CALAIS-PICARDIE;1316.0;435;32;1316.0
NORD-PAS-DE-CALAIS-PICARDIE;1656.0;828;32;1656.0
NORD-PAS-DE-CALAIS-PICARDIE;1420.0;1426;32;1420.0
NORD-PAS-DE-CALAIS-PICARDIE;2088.0;2041;32;2088.0
NORD-PAS-DE-CALAIS-PICARDIE;2662.0;1254;32;2662.0
NORD-PAS-DE-CALAIS-PICARDIE;4298.0;90995;32;4298.0
NORD-PAS-DE-CALAIS-PICARDIE;856.0;279;32;856.0
NORD-PAS-DE-CALAIS-PICARDIE;1896.0;6995;32;1896.0
NORD-PAS-DE-CALAIS-PICARDIE;1896.0;6995;32;1896.0
NORD-PAS-DE-CALAIS-PICARDIE;1408.0;618;32;1408.0
NORD-PAS-DE-CALAIS-PICARDIE;988.0;192;32;988.0
NORD-PAS-DE-CALAIS-PICARDIE;331.0;528;32;331.0
NORD-PAS-DE-CALAIS-PICARDIE;648.0;301;32;648.0
NORD-PAS-DE-CALAIS-PICARDIE;1282.0;398;32;1282.0
NORD-PAS-DE-CALAIS-PICARDIE;573.0;88;32;573.0
NORD-PAS-DE-CALAIS-PICARDIE;682.0;582;32;682.0
NORD-PAS-DE-CALAIS-PICARDIE;1649.0;2557;32;1649.0
NORD-PAS-DE-CALAIS-PICARDIE;824.0;227;32;824.0
NORD-PAS-DE-CALAIS-PICARDIE;1300.0;344;32;1300.0
NORD-PAS-DE-CALAIS-PICARDIE;936.0;930;32;936.0
NORD-PAS-DE-CALAIS-PICARDIE;2630.0;309;32;2630.0
NORD-PAS-DE-CALAIS-PICARDIE;2287.0;2121;32;2287.0
NORD-PAS-DE-CALAIS-PICARDIE;1404.0;685;32;1404.0
NORD-PAS-DE-CALAIS-PICARDIE;413.0;162;32;413.0
NORD-PAS-DE-CALAIS-PICARDIE;2756.0;62308;32;2756.0
NORMANDIE;568.0;2719;28;568.0
NORMANDIE;1257.0;2782;28;1257.0
NORMANDIE;722.0;204;28;722.0
NORMANDIE;1171.0;261;28;1171.0
NORMANDIE;839.0;580;28;839.0
NORMANDIE;1453.0;490;28;1453.0
NORMANDIE;1083.0;454;28;1083.0
NORMANDIE;1184.0;591;28;1184.0
NORMANDIE;9068.0;5049;28;9068.0
NORMANDIE;2137.0;337;28;2137.0
NORMANDIE;388.0;103;28;388.0
NORMANDIE;910.0;1044;28;910.0
MAYOTTE;1605.0;7805;6;1605.0
REUNION;5428.0;54721;4;5428.0
REUNION;17785.0;37069;4;17785.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;576.0;101;44;576.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;738.0;412;44;738.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;967.0;62;44;967.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1882.0;5459;44;1882.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2117.0;1109;44;2117.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;926.0;2022;44;926.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3467.0;2245;44;3467.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;984.0;66;44;984.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;390.0;65;44;390.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1340.0;186;44;1340.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;989.0;129;44;989.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;884.0;10862;44;884.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2410.0;1799;44;2410.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4026.0;160;44;4026.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;912.0;237;44;912.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;778.0;603;44;778.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2320.0;5354;44;2320.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1217.0;825;44;1217.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1963.0;90;44;1963.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;542.0;801;44;542.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3557.0;1662;44;3557.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2090.0;2104;44;2090.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;750.0;192;44;750.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3859.0;1768;44;3859.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2232.0;122;44;2232.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;604.0;197;44;604.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4327.0;1430;44;4327.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1646.0;173;44;1646.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1359.0;2312;44;1359.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;480.0;60;44;480.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;771.0;79;44;771.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;990.0;1108;44;990.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1451.0;88;44;1451.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;18359.0;34406;44;18359.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1598.0;568;44;1598.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2500.0;2705;44;2500.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;5803.0;4355;44;5803.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;806.0;1181;44;806.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1417.0;107;44;1417.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1921.0;1268;44;1921.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1228.0;559;44;1228.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;625.0;75;44;625.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;650.0;1067;44;650.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;852.0;735;44;852.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1242.0;496;44;1242.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;659.0;230;44;659.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;814.0;486;44;814.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994.0;121;44;994.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;731.0;664;44;731.0
BOURGOGNE-FRANCHE-COMTE;779.0;161;27;779.0
BOURGOGNE-FRANCHE-COMTE;2606.0;327;27;2606.0
BOURGOGNE-FRANCHE-COMTE;2284.0;2483;27;2284.0
BOURGOGNE-FRANCHE-COMTE;1153.0;70;27;1153.0
BOURGOGNE-FRANCHE-COMTE;1472.0;142;27;1472.0
BOURGOGNE-FRANCHE-COMTE;2019.0;447;27;2019.0
BOURGOGNE-FRANCHE-COMTE;1559.0;717;27;1559.0
BOURGOGNE-FRANCHE-COMTE;1087.0;346;27;1087.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1824.0;143;44;1824.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1209.0;165;44;1209.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2114.0;624;44;2114.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2444.0;494;44;2444.0
ILE-DE-FRANCE;529.0;213;11;529.0
ILE-DE-FRANCE;627.0;480;11;627.0
BOURGOGNE-FRANCHE-COMTE;1221.0;439;27;1221.0
BOURGOGNE-FRANCHE-COMTE;2242.0;207;27;2242.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;372.0;211;44;372.0
ILE-DE-FRANCE;2264.0;834;11;2264.0
BOURGOGNE-FRANCHE-COMTE;1794.0;569;27;1794.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1375.0;294;44;1375.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1865.0;414;44;1865.0
ILE-DE-FRANCE;437.0;164;11;437.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1176.0;405;44;1176.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;625.0;3648;44;625.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1224.0;874;44;1224.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2131.0;254;44;2131.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1578.0;1701;44;1578.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1008.0;626;44;1008.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1134.0;119;44;1134.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2104.0;307;44;2104.0
NORD-PAS-DE-CALAIS-PICARDIE;899.0;116;32;899.0
NORD-PAS-DE-CALAIS-PICARDIE;239.0;66;32;239.0
NORD-PAS-DE-CALAIS-PICARDIE;362.0;84;32;362.0
NORD-PAS-DE-CALAIS-PICARDIE;222.0;1134;32;222.0
NORD-PAS-DE-CALAIS-PICARDIE;481.0;75;32;481.0
NORD-PAS-DE-CALAIS-PICARDIE;859.0;491;32;859.0
NORD-PAS-DE-CALAIS-PICARDIE;859.0;491;32;859.0
ILE-DE-FRANCE;386.0;38749;11;386.0
ILE-DE-FRANCE;117.0;35991;11;117.0
ILE-DE-FRANCE;233.0;12502;11;233.0
ILE-DE-FRANCE;215.0;43224;11;215.0
ILE-DE-FRANCE;1305.0;62592;11;1305.0
ILE-DE-FRANCE;404.0;28664;11;404.0
ILE-DE-FRANCE;396.0;33248;11;396.0
ILE-DE-FRANCE;345.0;9945;11;345.0
ILE-DE-FRANCE;1417.0;2544;11;1417.0
NORD-PAS-DE-CALAIS-PICARDIE;1061.0;12626;32;1061.0
ILE-DE-FRANCE;1079.0;2005;11;1079.0
ILE-DE-FRANCE;1079.0;2005;11;1079.0
ILE-DE-FRANCE;284.0;3398;11;284.0
ILE-DE-FRANCE;336.0;893;11;336.0
NORD-PAS-DE-CALAIS-PICARDIE;748.0;225;32;748.0
NORD-PAS-DE-CALAIS-PICARDIE;1151.0;1182;32;1151.0
NORD-PAS-DE-CALAIS-PICARDIE;720.0;148;32;720.0
NORD-PAS-DE-CALAIS-PICARDIE;645.0;332;32;645.0
NORD-PAS-DE-CALAIS-PICARDIE;1259.0;1002;32;1259.0
NORD-PAS-DE-CALAIS-PICARDIE;255.0;14;32;255.0
NORD-PAS-DE-CALAIS-PICARDIE;376.0;80;32;376.0
NORD-PAS-DE-CALAIS-PICARDIE;329.0;129;32;329.0
NORD-PAS-DE-CALAIS-PICARDIE;1163.0;2231;32;1163.0
NORD-PAS-DE-CALAIS-PICARDIE;1377.0;338;32;1377.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;704.0;174;44;704.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;670.0;125;44;670.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;763.0;1791;44;763.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2162.0;989;44;2162.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;348.0;288;44;348.0
NORD-PAS-DE-CALAIS-PICARDIE;248.0;64;32;248.0
NORD-PAS-DE-CALAIS-PICARDIE;348.0;48;32;348.0
CENTRE-VAL DE LOIRE;1839.0;348;24;1839.0
NORD-PAS-DE-CALAIS-PICARDIE;724.0;1109;32;724.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;848.0;105;76;848.0
CENTRE-VAL DE LOIRE;2838.0;3220;24;2838.0
NORD-PAS-DE-CALAIS-PICARDIE;1215.0;448;32;1215.0
BOURGOGNE-FRANCHE-COMTE;287.0;121;27;287.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;537.0;2176;76;537.0
AUVERGNE-RHONE-ALPES;1070.0;377;84;1070.0
CORSE;827.0;24;94;827.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1432.0;516;76;1432.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3995.0;407;75;3995.0
NORD-PAS-DE-CALAIS-PICARDIE;1462.0;547;32;1462.0
AUVERGNE-RHONE-ALPES;1259.0;630;84;1259.0
BRETAGNE;4741.0;7002;53;4741.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;501.0;556;44;501.0
PAYS DE LA LOIRE;1141.0;13452;52;1141.0
BOURGOGNE-FRANCHE-COMTE;656.0;335;27;656.0
AUVERGNE-RHONE-ALPES;1438.0;143;84;1438.0
NORMANDIE;1657.0;373;28;1657.0
CENTRE-VAL DE LOIRE;1586.0;287;24;1586.0
AUVERGNE-RHONE-ALPES;942.0;414;84;942.0
BOURGOGNE-FRANCHE-COMTE;588.0;126;27;588.0
PROVENCE-ALPES-COTE D'AZUR;1975.0;115;93;1975.0
NORMANDIE;496.0;294;28;496.0
BOURGOGNE-FRANCHE-COMTE;710.0;483;27;710.0
NORMANDIE;3096.0;1825;28;3096.0
NORMANDIE;3096.0;1825;28;3096.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1108.0;232;76;1108.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1901.0;279;76;1901.0
BRETAGNE;4156.0;8250;53;4156.0
AUVERGNE-RHONE-ALPES;776.0;381;84;776.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;453.0;133;44;453.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;633.0;74;44;633.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1072.0;483;75;1072.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;395.0;198;75;395.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;737.0;188;44;737.0
AUVERGNE-RHONE-ALPES;748.0;694;84;748.0
BOURGOGNE-FRANCHE-COMTE;414.0;30;27;414.0
BOURGOGNE-FRANCHE-COMTE;776.0;317;27;776.0
AUVERGNE-RHONE-ALPES;4072.0;1678;84;4072.0
NORD-PAS-DE-CALAIS-PICARDIE;298.0;71;32;298.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1132.0;150;44;1132.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;7404.0;663;44;7404.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1648.0;228;44;1648.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;624.0;106;44;624.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;755.0;73;44;755.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2017.0;338;44;2017.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1031.0;166;44;1031.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4751.0;195;44;4751.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2922.0;519;44;2922.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;973.0;1839;44;973.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;641.0;51;44;641.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;872.0;422;44;872.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;981.0;60;44;981.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1030.0;127;44;1030.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;870.0;69;44;870.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1459.0;310;44;1459.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;584.0;96;44;584.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1571.0;180;44;1571.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1636.0;181;44;1636.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1108.0;60;44;1108.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2963.0;242;44;2963.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;951.0;332;44;951.0
NORD-PAS-DE-CALAIS-PICARDIE;369.0;128;32;369.0
NORD-PAS-DE-CALAIS-PICARDIE;615.0;154;32;615.0
NORD-PAS-DE-CALAIS-PICARDIE;922.0;446;32;922.0
NORD-PAS-DE-CALAIS-PICARDIE;481.0;381;32;481.0
NORD-PAS-DE-CALAIS-PICARDIE;901.0;757;32;901.0
NORD-PAS-DE-CALAIS-PICARDIE;481.0;116;32;481.0
NORD-PAS-DE-CALAIS-PICARDIE;1399.0;134;32;1399.0
NORD-PAS-DE-CALAIS-PICARDIE;320.0;55;32;320.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1586.0;802;44;1586.0
NORD-PAS-DE-CALAIS-PICARDIE;1302.0;214;32;1302.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;531.0;200;44;531.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;456.0;130;44;456.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;445.0;217;44;445.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;601.0;228;44;601.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;736.0;87;44;736.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;726.0;82;44;726.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1011.0;335;44;1011.0
ILE-DE-FRANCE;817.0;290;11;817.0
ILE-DE-FRANCE;2000.0;1004;11;2000.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1088.0;185;44;1088.0
NORD-PAS-DE-CALAIS-PICARDIE;538.0;72;32;538.0
NORD-PAS-DE-CALAIS-PICARDIE;728.0;124;32;728.0
NORD-PAS-DE-CALAIS-PICARDIE;1723.0;1137;32;1723.0
NORD-PAS-DE-CALAIS-PICARDIE;525.0;304;32;525.0
NORD-PAS-DE-CALAIS-PICARDIE;1112.0;208;32;1112.0
NORD-PAS-DE-CALAIS-PICARDIE;859.0;491;32;859.0
NORD-PAS-DE-CALAIS-PICARDIE;923.0;80;32;923.0
NORD-PAS-DE-CALAIS-PICARDIE;902.0;198;32;902.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1315.0;332;44;1315.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1334.0;1047;44;1334.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;507.0;313;44;507.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1230.0;735;44;1230.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;402.0;498;44;402.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;442.0;87;44;442.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;667.0;622;44;667.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;489.0;223;44;489.0
PROVENCE-ALPES-COTE D'AZUR;616.0;440;93;616.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1013.0;119;44;1013.0
AUVERGNE-RHONE-ALPES;1119.0;1050;84;1119.0
CENTRE-VAL DE LOIRE;4310.0;619;24;4310.0
PROVENCE-ALPES-COTE D'AZUR;1263.0;10214;93;1263.0
AUVERGNE-RHONE-ALPES;711.0;726;84;711.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1482.0;2414;75;1482.0
BOURGOGNE-FRANCHE-COMTE;582.0;154;27;582.0
AUVERGNE-RHONE-ALPES;697.0;338;84;697.0
PAYS DE LA LOIRE;1491.0;1697;52;1491.0
BRETAGNE;3339.0;1539;53;3339.0
BRETAGNE;3962.0;8140;53;3962.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1077.0;154;44;1077.0
AUVERGNE-RHONE-ALPES;1404.0;675;84;1404.0
AUVERGNE-RHONE-ALPES;1563.0;606;84;1563.0
AUVERGNE-RHONE-ALPES;880.0;659;84;880.0
PAYS DE LA LOIRE;747.0;99;52;747.0
AUVERGNE-RHONE-ALPES;1205.0;5807;84;1205.0
AUVERGNE-RHONE-ALPES;1110.0;2785;84;1110.0
PAYS DE LA LOIRE;1840.0;705;52;1840.0
BRETAGNE;5844.0;2319;53;5844.0
NORD-PAS-DE-CALAIS-PICARDIE;526.0;73;32;526.0
BOURGOGNE-FRANCHE-COMTE;1313.0;332;27;1313.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;140.0;23;76;140.0
